title,author,image,desc,download_link,pages,publisher,year,language,file
"Power Quality in Power Systems and Electrical Machines, Second Edition",Fuchs,https://covers.zlibcdn2.com/covers100/books/9e/cb/58/9ecb58a0c961fbc2cd57728884358978.jpg,"
The second edition of this must-have reference covers power quality issues in four parts, including new discussions related to renewable energy systems. The first part of the book provides background on causes, effects, standards, and measurements of power quality and harmonics. Once the basics are established the authors move on to harmonic modeling of power systems, including components and apparatus (electric machines). The final part of the book is devoted to power quality mitigation approaches and devices, and the fourth part extends the analysis to power quality solutions for renewable energy systems. Throughout thebookworked examples and exercises provide practical applications, and tables, charts, and graphs offer useful data for the modeling and analysis of power quality issues. Provides theoretical and practical insight into power quality problems of machines and systems, enabling the reader to solve the power quality problems that they encounterWorked examples and end of chapter exercises (with available solutions) show practical applications of the material discussed in the chapterNew to this edition: identifies problems and solutions associated with renewable energy sources, provides more practical examples, and provides a website with downloadable examples using SPICE, Mathematica, and Matlab© ",https://1lib.in/dl/2716176/c1d3e0,1123,Academic Press/Elsevier,2015,english,"PDF, 54.31 MB"
Rotating Electrical Machines and Power Systems,Dale R. Patrick,https://covers.zlibcdn2.com/covers100/books/44/fc/41/44fc41c413b7ca93b61e103fcf967186.jpg,"
                    Now available in its fully updated second edition, this authoritative reference will serve as your complete guide to today's rotating electrical machinery and power systems, presented in a clear, easy-to-assimilate format. The authors have developed an ""electrical power systems"" model to present key concepts of production, distribution, conversion and control systems. Within this model the key subsystems are then explored in detail. Subjects covered include physical characteristics of rotating systems, electrical power basics, AC and DC generators, transformers, power distribution systems, DC motors, single-phase and three-phase AC motors, specialized electrical machinery, control systems, and measurement and testing equipment.                ",https://1lib.in/dl/2226006/0433cd,399,Fairmont Pr,1997,english,"PDF, 27.84 MB"
"Electrical Machines, Drives, and Power Systems",Wildi,https://covers.zlibcdn2.com/covers100/books/bb/33/cc/bb33cc8677ed4b04a75bf92fca02fcef.jpg,"
                    For courses in Motor Controls, Electric Machines, Power Electronics, and Electric Power. This best-selling text employs a theoretical, practical, multidisciplinary approach to provide introductory students with a broad understanding of modern electric power. The scope of the book reflects the rapid changes that have occurred in power technology over the past few years-allowing the entrance of power electronics into every facet of industrial drives, and expanding the field to open more career opportunities.                ",https://1lib.in/dl/11033703/58463d,926,Unknown,2013,english,"PDF, 23.46 MB"
Operational Amplifiers and Linear Integrated Circuits,Robert F. Coughlin,https://covers.zlibcdn2.com/covers100/books/cd/01/ae/cd01ae80134b7d447235d11153f76bd0.jpg,"
NOTE: There are missing pages from 32 to 145.This popular book presents a clear and interesting approach for op-amp courses while examining four basic active filters, illustrating 5-V digital logic ICs, and more. It provides many detailed, practical design and analysis examples intended to relate theory to the workplace.Chapter topics include first experiences with an op amp; inverting and noninverting amplifiers; comparators and controls; selected applications of op amps; signal generators; op amps with diodes; differential, instrumentation, and bridge amplifiers; DC performance: bias, offsets, and drift; AC performance: bandwidth, slew rate, noise; active filters; modulating, demodulating, and frequency changing with the multiplier; integrated-circuit timers; digital-to-analog converters; analog-to-digital converters; and power supplies.For design engineers rs                ",https://1lib.in/dl/3560727/8dc989,529,Pearson,2000,english,"PDF, 33.55 MB"
linear integrated circuit applications,Roy Choudhary,https://covers.zlibcdn2.com/covers100/books/51/40/2c/51402c34d064030521b5981964817a25.jpg,Unknown,https://1lib.in/dl/3607674/6a44d7,102,New Age,Unknown,english,"PDF, 28.96 MB"
linear integrated circuits,droy choudhary,https://covers.zlibcdn2.com/covers100/books/a7/61/bf/a761bf17067932cafa05706de4b026b0.jpg,Unknown,https://1lib.in/dl/2591516/54523c,440,Unknown,Unknown,Unknown,"PDF, 9.37 MB"
Op-amps and linear integrated circuit technology,Ramakant A. Gayakwad,https://covers.zlibcdn2.com/covers100/books/14/39/77/143977e99c0ef8ae89c37c7b3d5bc5ff.jpeg,Unknown,https://1lib.in/dl/5772940/a592be,Unknown,Unknown,2020,english,"PDF, 92.61 MB"
Operational amplifiers and linear integrated circuits,Lal,https://covers.zlibcdn2.com/covers100/books/d8/d8/ec/d8d8eca5a7056d334b6d3c2f3cbf764d.jpg,Unknown,https://1lib.in/dl/5304218/acdee5,440,Pearson,2007,english,"EPUB, 7.37 MB"
Operational Amplifiers and Linear Integrated Circuits: Theory and Applications,James M. Fiore,https://covers.zlibcdn2.com/covers100/books/f5/b5/eb/f5b5ebf9f20c5af9088af24718948b63.jpg,Unknown,https://1lib.in/dl/3618380/3ac4f6,591,Unknown,Unknown,english,"PDF, 13.08 MB"
Operational Amplifiers and Linear Integrated Circuits,Robert F. Coughlin,https://covers.zlibcdn2.com/covers100/books/1f/45/0f/1f450f8dda26c9748c63de815e3feeeb.jpg,"
This popular book presents a clear and interesting approach for op-amp courses while examining four basic active filters, illustrating 5-V digital logic ICs, and more. It provides many detailed, practical design and analysis examples intended to relate theory to the workplace.Chapter topics include first experiences with an op amp; inverting and noninverting amplifiers; comparators and controls; selected applications of op amps; signal generators; op amps with diodes; differential, instrumentation, and bridge amplifiers; DC performance: bias, offsets, and drift; AC performance: bandwidth, slew rate, noise; active filters; modulating, demodulating, and frequency changing with the multiplier; integrated-circuit timers; digital-to-analog converters; analog-to-digital converters; and power supplies.For design engineers rs                ",https://1lib.in/dl/3598280/b6794d,529,Pearson,2000,english,"PDF, 33.55 MB"
Linear Integrated Circuits,B. Visvesvara Rao,https://covers.zlibcdn2.com/covers100/books/1b/2c/43/1b2c434b4f1acc2810d2581804392fe1.jpg,Unknown,https://1lib.in/dl/5442912/d64dc6,Unknown,Pearson Education,2015,english,"PDF, 28.83 MB"
Linear Integrated Circuits : For Anna University,Lal Kishore,https://covers.zlibcdn2.com/covers100/books/42/1f/37/421f37693d234a4d4b6613157f78fd63.jpg,Unknown,https://1lib.in/dl/5442910/001814,Unknown,Pearson Education,2012,english,"PDF, 4.00 MB"
Linear Integrated Circuits,S. Salivahanan,https://covers.zlibcdn2.com/covers100/books/1e/95/23/1e952331d8edb1dfbff18b40e6e1dabd.jpg,Unknown,https://1lib.in/dl/5477351/a046d3,Unknown,MC GRAW HILL INDIA,2014,english,"PDF, 10.40 MB"
Linear Integrated Circuit Applications,G. B. Clayton (auth.),https://covers.zlibcdn2.com/covers100/books/25/91/6f/25916f6f4180d244d61f7344dc4f37e6.jpg,Unknown,https://1lib.in/dl/2676486/8f2897,277,Macmillan Education UK,1975,english,"PDF, 17.76 MB"
Linear integrated circuits,RCA Corporation. Solid State Division,https://covers.zlibcdn2.com/covers100/books/86/88/0e/86880efdce517cd53b5cca787a7cfc8c.jpg,Unknown,https://1lib.in/dl/2062149/05e382,50,RCA Solid State Division ,1970,english,"PDF, 566 KB"
"Операционные усилители и линейные интегральные схемы. (Operational amplifiers and linear integrated circuits, 1977) ",Р.Кофлин,https://covers.zlibcdn2.com/covers100/books/a2/55/d6/a255d601072256d0946c32868b32ad25.jpg,"
                    Аннотация издательства: Систематический курс по линейным интегральным схемам. Авторы рассматривают все аспекты их применения в цепях линейного преобразования сигналов, компараторах, генераторах сигнала, измерительных приборах, усилителях мощности, источниках питания, активных фильтрах и таймерах. Ряд вопросов, например построение таймеров, в данной книге освещается впервые. Приведены подробные справочные данные. Четкость изложения, конкретные примеры и ориентированность на разработчиков приборов и систем делают книгу незаменимым пособием для специалистов по приборостроению, автоматизированным системам управления, промышленной автоматике и телемеханике. Она может использоваться студентами и аспирантами соответствующих специальностей.                ",https://1lib.in/dl/2405339/3acf10,317,Мир,1979,russian,"DJVU, 5.43 MB"
Circuite integrate lineare. Manual de utilizare. Vol. IV  ,M. Bodea,https://covers.zlibcdn2.com/covers100/books/cb/1a/b3/cb1ab3065e6df6b39f4c0499ade05a05.jpg,Unknown,https://1lib.in/dl/1210962/e347eb,392,Editura Tehnică,1985,"romanian,moldavian,moldovan","PDF, 8.78 MB"
Theory of Machines: Kinematics and Dynamics,Sadhu Singh,https://covers.zlibcdn2.com/covers100/books/b0/01/44/b00144015c79a2c42b2448da70e5a129.jpg,Unknown,https://1lib.in/dl/5444512/27a2ef,Unknown,Unknown,2011,english,"PDF, 33.46 MB"
Fundamentals of Kinematics and Dynamics of Machines and Mechanisms,Oleg Vinogradov,https://covers.zlibcdn2.com/covers100/books/95/ec/dc/95ecdcd8a7bfc30f0fd66ab3d4fe0c50.jpg,"
                    This text focuses on the fundamentals of kinematics and dynamics of machines, emphasizing the understanding and applications of basic theoretical principles. Examples in the text and exercises at the end of each chapter illustrate applications to a variety of engineering problems. The author uses Mathematica software throughout the text for practical solutions, thus enhancing the effectiveness of problem solving techniques and providing clear, visual demonstrations of the results in robust diagrams and motion animation.                ",https://1lib.in/dl/499464/623653,306,CRC Press,2000,english,"PDF, 5.26 MB"
Dynamics of Rotating Machines,Michael I. Friswell,https://covers.zlibcdn2.com/covers100/books/c2/a6/30/c2a630d817ee02f4fe04408b3263cf40.jpg,"
                    This book equips the reader to understand every important aspect of the dynamics of rotating machines. Will the vibration be large? What influences machine stability? How can the vibration be reduced? Which sorts of rotor vibration are the worst? The book develops this understanding initially using extremely simple models for each phenomenon, in which (at most) four equations capture the behavior. More detailed models are then developed based on finite element analysis, to enable the accurate simulation of the relevant phenomena for real machines. Analysis software (in MATLAB) is associated with this book, and novices to rotordynamics can expect to make good predictions of critical speeds and rotating mode shapes within days. The book is structured more as a learning guide than as a reference tome and provides readers with more than 100 worked examples and more than 100 problems and solutions.                ",https://1lib.in/dl/2831250/e0aa25,544,Cambridge University Press,2010,english,"PDF, 29.83 MB"
Kinematics and Dynamics of Machines - 2nd Edition,George H Martin,https://covers.zlibcdn2.com/covers100/books/8b/0a/18/8b0a1876d811b7861adf29e41e770cec.jpg,"
Analysis of kinematics and dynamics are crucial to the design of mechanisms and machines. In this student-friendly text, Martin presents the fundamental principles of these important disciplines in as simple a manner as possible, favoring basic theory over special constructions. Among the areas covered are the equivalent four-bar linkage; rotating vector treatment for analyzing multi-cylinder engines; and critical speeds, including torsional vibration of shafts. The book also describes methods used to manufacture disk cams, and it discusses mathematical methods for calculating the cam profile, the pressure angle, and the locations of the cam. This book is an excellent choice for courses in kinematics of machines, dynamics of machines, and machine design and vibrations. ",https://1lib.in/dl/5342827/60e006,508,Overseas Press Private Limited,2008,english,"PDF, 172.80 MB"
Kinematics and Dynamics of Machines,George H. Martin,https://covers.zlibcdn2.com/covers100/books/79/b8/e3/79b8e391780d09bfec7c98deb3017506.jpg,"
                    Kinematic and dynamic analysis are crucial to the design of mechanism and machines. In this student-friendly text, Martin presents the fundamental principles of these important disciplines in as simple a manner as possible, favoring basic theory over special constructions. Among the areas covered are the equivalent four-bar linkage; rotating vector treatment for analyzing multi-cylinder engines; and critical speeds, including torsional vibration of shafts. The book also describes methods used to manufacture disk cams, and it discusses mathematical methods for calculating the cam profile, the pressure angle, and the locations of the cam. This book is an excellent choice for courses in kinematics of machines, dynamics of machines, and machine design and vibrations.                ",https://1lib.in/dl/3428828/1d8bb8,516,McGraw-Hill,1982,english,"PDF, 32.76 MB"
Kinematics and Dynamics of Machines Solution Manual,George H.Martin,https://covers.zlibcdn2.com/covers100/books/34/d5/90/34d5909c8d4458f22f6765d07a2d9b1f.jpg,Unknown,https://1lib.in/dl/5365542/2cafe8,143,Unknown,Unknown,english,"PDF, 13.68 MB"
Dynamics On and Of Complex Networks III: Machine Learning and Statistical Physics Approaches,Fakhteh Ghanbarnejad,https://covers.zlibcdn2.com/covers100/books/0b/16/99/0b1699eeba9f41ac19b9577b86e1c99c.jpg,"
This book bridges the gap between advances in the communities of computer science and physics--namely machine learning and statistical physics. It contains diverse but relevant topics in statistical physics, complex systems, network theory, and machine learning. Examples of such topics are: predicting missing links, higher-order generative modeling of networks, inferring network structure by tracking the evolution and dynamics of digital traces, recommender systems, and diffusion processes.The book contains extended versions of high-quality submissions received at the workshop, Dynamics On and Of Complex Networks (doocn.org), together with new invited contributions. The chapters will benefit a diverse community of researchers. The book is suitable for graduate students, postdoctoral researchers and professors of various disciplines including sociology, physics, mathematics, and computer science. ",https://1lib.in/dl/5243267/2823eb,Unknown,Springer International Publishing,2019,english,"PDF, 9.98 MB"
Dynamics and Control of Advanced Structures and Machines,Hans Irschik,https://covers.zlibcdn2.com/covers100/books/b8/01/3a/b8013a8c4169ad0096e87a698f4f2a40.jpg,"
The papers in this volume present and discuss the frontiers in the mechanics of controlled machines and structures. They are based on papers presented at the International Workshop on Advanced Dynamics and Model Based Control of Structures and Machines held in Vienna in September 2015. The workshop continues a series of international workshops held in Linz (2008) and St. Petersburg (2010). ",https://1lib.in/dl/2837715/b34d3b,234,Springer International Publishing,2017,english,"PDF, 10.32 MB"
"Dynamics of machines and mechanisms, industrial research",,https://covers.zlibcdn2.com/covers100/books/ad/00/1a/ad001a9845b5807222a82be049a96833.jpg,Unknown,https://1lib.in/dl/2463566/6febe9,2786,Trans Tech,2014,english,"PDF, 305.32 MB"
Fundamentals of kinematics and dynamics of machines and mechanisms,Oleg Vinogradov,https://covers.zlibcdn2.com/covers100/books/5a/70/80/5a7080b58f06899a283bbaf7899a8c7d.jpg,"
                    The study of the kinematics and dynamics of machines lies at the very core of a mechanical engineering background. Although tremendous advances have been made in the computational and design tools now available, little has changed in the way the subject is presented, both in the classroom and in professional references.Fundamentals of Kinematics and Dynamics of Machines and Mechanisms brings the subject alive and current. The author's careful integration of Mathematica software gives readers a chance to perform symbolic analysis, to plot the results, and most importantly, to animate the motion. They get to ""play"" with the mechanism parameters and immediately see their effects. A CD-ROM packaged with the book contains Mathematica-based programs for suggested design projects.As useful as Mathematica is, however, a tool should not interfere with but enhance one's grasp of the concepts and the development of analytical skills. The author ensures this with his emphasis on the understanding and application of basic theoretical principles, unified approach to the analysis of planar mechanisms, and introduction to vibrations and rotordynamics.                ",https://1lib.in/dl/720424/e3040d,306,CRC Press,2000,english,"PDF, 4.06 MB"
Dynamics of Saturated Electric Machines,Vlado Ostović (auth.),https://covers.zlibcdn2.com/covers100/books/49/5e/06/495e06b5005622c005fc2e306d251b3d.jpg,"
This book is a result of the author's work which was initiated about a decade ago and which, in the meantime, has resulted in his Ph.D. Thesis and several technical papers. The book deals with accurate modeling of electric machines during transient and steady states, a topic which has been usually avoided in the literature. The modeling techniques herein take into account all machine peculiarities, such as the type and connection of its windings, slotting, and saturation in the iron core. A special emphasis in the book is given to the exact physical interpretation of all phenomena which influence the machine's transient behavior. Besides the Introduction, the book has five chapters. The second chapter describes basic concepts of the magnetic equivalent circuit theory and has examples of magnetic equivalent circuits of several types of machines with their node potential equations. In the third chapter the transform matrices w' and w"" of A.C. wind­ ings are derived. These matrices playa very important role in the magnetic equivalent circuit theory because they connect the quantities from the ma­ chine's magnetic equivalent circuit, branch fluxes, and mmfs with the ma­ chine's phase currents and fluxes. ",https://1lib.in/dl/2111022/f016d3,445,Springer-Verlag New York,1989,english,"PDF, 32.61 MB"
"Rotordynamics ’92: Proceedings of the International Conference on Rotating Machine Dynamics Hotel des Bains, Venice, 28–30 April 1992",A. D. Dimarogonas (auth.),https://covers.zlibcdn2.com/covers100/books/77/81/ff/7781ffe0d81bb19f9c8e35cfc801e7b5.jpg,"
Designers and operators of rotating machinery have to deal with the effects of machine vibration and wear. The increasing demands for quieter machine operation, longer machine life and a greater efficiency of operation have led to the use of sophisticated design aids. Research into rotating machinery is therefore of substantial and increasing importance. Rotordynamics '92 provides a record of some of the most recent research methods and results relating to the design and operation of rotating machinery. The conference is international in character and draws on research from a wide range of respected sources. ",https://1lib.in/dl/2112480/9e96a8,421,Springer-Verlag London,1992,english,"PDF, 34.29 MB"
Dynamics and Control of Machines,V. K. Astashev,https://covers.zlibcdn2.com/covers100/books/4f/70/ee/4f70ee11570db2ff0166b3ccfbb685d0.jpg,"
Basic models and concepts of machine dynamics and motion control are presented in the order of the principal steps of machine design. The machine is treated as a coupled dynamical system, including drive, mechanisms and controller, to reveal its behavior at different regimes through the interaction of its units under dynamic and processing loads. The main dynamic effects in machines are explained. The influence of component compliances on accuracy, stability and efficiency of the machines is analyzed. Methods for decreasing internal and external vibration activity of machines are described. The dynamic features of digital control are considered. Special attention is given to machines with intense dynamic behavior: resonant and hand-held percussion ones. Targeted to engineers as well as to lecturers and advanced students. ",https://1lib.in/dl/2093313/aeedc9,235,Springer-Verlag Berlin Heidelberg,2000,english,"PDF, 6.71 MB"
Advanced Dynamics and Model-Based Control of Structures and Machines  ,Tadaharu Adachi,https://covers.zlibcdn2.com/covers100/books/d2/c6/1e/d2c61e08fc2fae9bb3e79706af44eccf.jpg,"
The book contains 26 scientific contributions by leading experts from Russia, Austria, Italy, Japan and Taiwan. It presents an overview on recent developments in Advanced Dynamics and Model Based Control of Structures and Machines. Main topics are nonlinear control of structures and systems, sensing and actuation, active and passive damping, nano- and micromechanics, vibrations and waves. ",https://1lib.in/dl/1212867/8d4ea0,241,Springer-Verlag Wien,2012,english,"PDF, 5.35 MB"
Dynamic Thermal Analysis of Machines in Running State,Lihui Wang (auth.),https://covers.zlibcdn2.com/covers100/books/6f/34/ed/6f34ed69509629bd7db0495172df447c.jpg,"
With the increasing complexity and dynamism in today’s machine design and development, more precise, robust and practical approaches and systems are needed to support machine design. Existing design methods treat the targeted machine as stationery. Analysis and simulation are mostly performed at the component level. Although there are some computer-aided engineering tools capable of motion analysis and vibration simulation etc., the machine itself is in the dry-run state. For effective machine design, understanding its thermal behaviours is crucial in achieving the desired performance in real situation.Dynamic Thermal Analysis of Machines in Running State presents a set of innovative solutions to dynamic thermal analysis of machines when they are put under actual working conditions. The objective is to better understand the thermal behaviours of a machine in real situation while at the design stage. The book has two major sections, with the first section presenting a broad-based review of the key areas of research in dynamic thermal analysis and simulation, and the second section presents an in-depth treatment of relevant methodology and algorithms, leading to better understanding of a machine in real situation.The book is a collection of novel ideas, taking into account the need for presenting intellectual challenges while appealing to a broad readership, including academic researchers, practicing engineers and managers, and graduate students. Given the essential role of modern machines in factory automation and quality assurance, a book dedicated to the topic of dynamic thermal analysis, and its practical applications to machine design would be beneficial to readers of all design and manufacturing sectors, from machine design to automotive engineering, in better understanding the present challenges and solutions, as well as future research directions in this important area. ",https://1lib.in/dl/2159794/6f2120,128,Springer-Verlag London,2014,english,"PDF, 5.30 MB"
"Dynamics and Control of Advanced Structures and Machines: Contributions from the 3rd International Workshop, Perm, Russia",Valerii P. Matveenko,https://covers.zlibcdn2.com/covers100/books/05/29/eb/0529eb55ca3c490503d56d029dba620b.jpg,"
The volume includes 30 contributions from the 3rd International Workshop on Advanced Dynamics and Model Based Control of Structures and Machines representing the frontiers in the mechanics of controlled machines and structures. The Workshop, held in Perm, Russia in September 2017 continued a series of international workshops, starting in with the Japan - Austria Joint Workshop on Mechanics and Model Based Control of Smart Materials and Structures, the Russia - Austria Joint Workshop on Advanced Dynamics and Model Based Control of Structures and Machines and the first two editions of the International Workshop on Advanced Dynamics and Model Based Control of Structures and Machines. The previous workshops took place in Linz, Austria in September 2008 and April 2010, in St. Petersburg, Russia in July 2012 and in Vienna, Austria in September 2015. The up-to-date contributions are authored by internationally re-known leading experts in dynamics and control representing a broad spectrum of topics in the field of Advanced Structures and Machines; both, with respect to theoretical aspects as well as applications to contemporary engineering problems. ",https://1lib.in/dl/4980173/a5b55f,Unknown,Springer International Publishing,2019,english,"PDF, 7.21 MB"
Advanced Dynamics and Control of Structures and Machines,Hans Irschik,https://covers.zlibcdn2.com/covers100/books/6e/f8/0d/6ef80dffca25e0f7bbd5042b14591d9a.jpg,"
This book, intended for people in engineering and fundamental sciences, presents an integrated mathematical methodology for advanced dynamics and control of structures and machines, ranging from the derivation of models up to the control synthesis problem. This point of view is particularly useful as the physical insight and the associated structural properties, related e.g. to the Lagrangian or Hamiltonian framework, can be advantageously utilized. To this end, up to date results in disciplines like continuum mechanics, analytical mechanics, thermodynamics and electrodynamics are presented exploiting the differential geometric properties, with the basic notions of this coordinate-free approach revisited in an own chapter. In order to illustrate the proposed methodologies, several industrial applications, e.g., the derivation of exact solutions for the deformation compensation by shaped actuation in elastic bodies, or the coordination of rigid and flexible joint robots, are discussed. ",https://1lib.in/dl/2349063/e86267,281,Springer-Verlag Wien,2004,english,"PDF, 28.61 MB"
Fundamentals of Kinematics and Dynamics of Machines and Mechanisms,Oleg Vinogradov,https://covers.zlibcdn2.com/covers100/books/cb/da/d2/cbdad2d423676eb29a8366a356f9537e.jpg,"
                    The study of the kinematics and dynamics of machines lies at the very core of a mechanical engineering background. Although tremendous advances have been made in the computational and design tools now available, little has changed in the way the subject is presented, both in the classroom and in professional references.

Fundamentals of Kinematics and Dynamics of Machines and Mechanisms brings the subject alive and current. The author's careful integration of Mathematica software gives readers a chance to perform symbolic analysis, to plot the results, and most importantly, to animate the motion. They get to ""play"" with the mechanism parameters and immediately see their effects. A CD-ROM packaged with the book contains Mathematica-based programs for suggested design projects.

As useful as Mathematica is, however, a tool should not interfere with but enhance one's grasp of the concepts and the development of analytical skills. The author ensures this with his emphasis on the understanding and application of basic theoretical principles, unified approach to the analysis of planar mechanisms, and introduction to vibrations and rotordynamics.                ",https://1lib.in/dl/5619301/2a4924,304,CRC Press,2000,english,"PDF, 4.37 MB"
Improving the dynamics of five-axis machining through optimization of workpiece setup and tool orientations,Pengcheng Hu & Kai Tang,https://covers.zlibcdn2.com/covers100/books/d3/03/fa/d303fad5dda4adf235d581f5e2fd5615.jpg,"
                    Computer-Aided Design, 43 (2011) 1693-1706. doi:10.1016/j.cad.2011.09.005                ",https://1lib.in/dl/5560860/9a22d6,Unknown,Elsevier Ltd,2011,english,"PDF, 2.70 MB"
Dynamics and control of advanced structures and machines,Irschik,https://covers.zlibcdn2.com/covers100/books/13/94/b6/1394b6361f7f79242c03303bccebe9ee.jpg,"
                    Free and forced vibrations of fuzzy structures -- Resonance of a series of train cars traveling over multi-span continuous -- Stability and supercritical deformation of a circular ring with intrinsic curvature -- Estimation of mechanical properties of micro-lattice panel with irregular cells -- Overview reading and comparing the seismic proof capability of displacement dependent semi-active hydraulic damper and accumulated semi-active hydraulic damper -- On necessary and sufficient conditions for eigenstrain-type control of stresses in the dynamics of force-loaded elastic bodies -- Variational principles for different representations of Lagrangian and Hamiltonian systems -- Hardware-in-the-loop testing of high-speed pantographs using real-time catenary emulation -- Swelling-induced bending of hydrogel bistrips -- Determination of parameters of the external electric circuits providing maximum damping of vibrations of electroelastic bodies -- Forming of woven-reinforced thermoplastic-matrix composites: characterization, modeling, and validation -- Model predictive temperature control of a distribution system for chemicals -- Hidden oscillations in electromechanical systems -- Effect of material layers in a compound circular receiver model design for concentrating solar power -- On multiple support excitation analysis of bridges -- Control of friction by surface microgeometry variation -- Peculiarities of the magnetic behavior of pipe steels with different initial stress-strain states under elastic deformation -- Cable-stayed bridges: a monitoring challenge -- Dynamics and control of motion for systems containing internal moving masses -- Elaborations from the TKB monitoring database -- Reduced order models and localized non-linearity: an approach to the design of meta-structures -- Contact of flexible elastic belt with two pulleys -- Control over internet of oscillations for group of pendulums -- Effect of the load modelling strategy on the dynamic response prediction of bridges subjected to high-speed trains -- Mechanical properties of epoxy resins filled with nano-silica particles.;The papers in this volume present and discuss the frontiers in the mechanics of controlled machines and structures. They are based on papers presented at the International Workshop on Advanced Dynamics and Model Based Control of Structures and Machines held in Vienna in September 2015. The workshop continues a series of international workshops held in Linz (2008) and St. Petersburg (2010).                ",https://1lib.in/dl/11017984/830827,264,Springer,2016,english,"PDF, 10.32 MB"
"CNC Machining Handbook: Building, Programming, and Implementation",Alan Overby,https://covers.zlibcdn2.com/covers100/books/e8/09/08/e80908cbdecc15db65957c6effc1c99b.jpg,"
                    A Practical Guide to CNC Machining        Get a thorough explanation of the entire CNC process from start to finish, including the various machines and their uses and the necessary software and tools. CNC Machining Handbook describes the steps involved in building a CNC machine to custom specifications and successfully implementing it in a real-world application. Helpful photos and illustrations are featured throughout. Whether you're a student, hobbyist, or business owner looking to move from a manual manufacturing process to the accuracy and repeatability of what CNC has to offer, you'll benefit from the in-depth information in this comprehensive resource.        CNC Machining Handbook covers:    Common types of home and shop-based CNC-controlled applications    Linear motion guide systems    Transmission systems    Stepper and servo motors    Controller hardware    Cartesian coordinate system    CAD (computer-aided drafting) and CAM (computer-aided manufacturing) software    Overview of G code language    Ready-made CNC systems                ",https://1lib.in/dl/883791/fc5e7c,274,McGraw-Hill\/TAB Electronics,2010,english,"PDF, 10.46 MB"
Fusion 360 for Makers: Design Your Own Digital Models for 3D Printing and CNC Fabrication,Lydia Sloan Cline,https://covers.zlibcdn2.com/covers100/books/ba/a2/9a/baa29ac6a0626e15f191d8ac0f73f708.jpg,"
Learn how to use Fusion 360 to digitally model your own original projects for a 3D printer or a CNC device. Autodesk Fusion 360 is free-to-hobbyists-and-small-businesses software that lets users design, analyze, and print their ideas. It can be used in a simple (direct modeling) or complicated (parametric modeling) manner, and can do both solid and surface modeling. This book is written for beginners to 3D modeling software. Even if you already have access to a 3D printer and/or CNC machine and know how to use it, this book will improve your ability to digitally model your own original designs and edit downloaded models.   Easy-to-understand tutorials provide a solid foundation in Fusion 360 fundamentalsNo prior experience with digital modeling is needed to follow alongDIY projects are explained with step-by-step instructions and color photosAll projects have been real-world tested and problems/solutions encountered are documented  All the projects in this book have the same difficulty level, they just incorporate different tools and techniques, so readers can skip directly to the projects that most interest them. Projects will be both direct and parametrically modeled. Fusion 360 is one of the most powerful CAD/CAM programs on the market, yet even beginners can master it. ",https://1lib.in/dl/3704059/7c5ad5,Unknown,Maker Media,2018,english,"EPUB, 87.09 MB"
CNC Robotics: Build Your Own Workshop Bot,Geoff Williams,https://covers.zlibcdn2.com/covers100/books/cd/6a/2a/cd6a2ae1bf0e56b7cce79c73164047f2.jpg,"
                    Text provides step-by-step, illustrated directions for designing, constructing, and testing a fully functional computer numerical control (CNC) robot. Includes time-saving tips, tricks, and pictoral help along the way. Softcover.                ",https://1lib.in/dl/609695/8185fe,321,McGraw-Hill/TAB Electronics,2003,english,"PDF, 55.83 MB"
Build Your Own CNC Machine (Technology in Action),James Floyd Kelly,https://covers.zlibcdn2.com/covers100/books/b3/7e/51/b37e51d5247ac3af38836721275453dc.jpg,"
                    Build Your Own CNC Machine is a groundbreaking book targeted at the growing number of hobbyists wanting to fabricate wood and metal parts of their own design in their home workshops. Lead author Patrick Hood-Daniel is creator of buildyourcnc.com and is well-known for his affordable, easy-to-build designs for home CNC machines. His videos on CNC machines are watched by tens of thousands of hobbyists. Each one of those viewers, and each of his website visitors represents a potential sale of this book.  The interest in hobbyist-level CNC machines is real and growing. In addition to the author’s own site, a Google search on ""cnc for the home"" will turn up many other sites dedicated to this new market, including solsylva.com, homecnc.info, cnczone.com, hobbycnc.com, ktmarketing.com/CNC.html, and more. Articles about CNC for them home can be found on Make Magazine’s website (makezine.com), and at Engadget.com. CNC technology is becoming affordable for the average person, and the many creative people who like to design and build things are taking notice and jumping onto the CNC bandwagon.                ",https://1lib.in/dl/1049242/4608aa,240,Apress,2009,english,"PDF, 10.55 MB"
